,Season,Character,word,count
4273,6,Pete,What,2
4274,6,Pete,a,2
4275,6,Pete,little,2
4276,6,Pete,Alright,1
4277,6,Pete,Ill,1
4278,6,Pete,be,1
4279,6,Pete,like,1
4280,6,Pete,Youre,1
4281,6,Pete,sweet,1
4282,6,Pete,guys,1
4283,6,Pete,kind,1
4284,6,Pete,Like,1
4285,6,Pete,And,1
4286,6,Pete,then,1
4287,6,Pete,well,1
4288,6,Pete,just,1
4289,6,Pete,give,1
4290,6,Pete,him,1
4291,6,Pete,punch,1
4292,6,Pete,in,1
4293,6,Pete,the,1
4294,6,Pete,back,1
4295,6,Pete,You,1
4296,9,Pete,I,39
4297,9,Pete,a,38
4298,9,Pete,to,37
4299,9,Pete,the,33
4300,9,Pete,you,29
4301,9,Pete,is,22
4302,9,Pete,it,21
4303,9,Pete,and,21
4304,9,Pete,Yeah,20
4305,9,Pete,that,16
4306,9,Pete,me,16
4307,9,Pete,of,15
4308,9,Pete,Hey,15
4309,9,Pete,on,14
4310,9,Pete,we,14
4311,9,Pete,Oh,13
4312,9,Pete,right,13
4313,9,Pete,just,12
4314,9,Pete,Andy,12
4315,9,Pete,Im,10
4316,9,Pete,You,10
4317,9,Pete,my,10
4318,9,Pete,in,10
4319,9,Pete,Erin,10
4320,9,Pete,he,10
4321,7,Nate,Pam,4
4322,7,Nate,three,4
4323,7,Nate,that,3
4324,7,Nate,on,3
4325,7,Nate,the,3
4326,7,Nate,I,3
4327,7,Nate,it,3
4328,7,Nate,two,3
4329,7,Nate,Okay,2
4330,7,Nate,for,2
4331,7,Nate,one,2
4332,7,Nate,by,2
4333,7,Nate,in,2
4334,7,Nate,a,2
4335,7,Nate,Yeah,2
4336,7,Nate,not,2
4337,7,Nate,wasnt,2
4338,7,Nate,here,2
4339,7,Nate,way,2
4340,7,Nate,One,2
4341,7,Nate,everyone,2
4342,7,Nate,jumping,2
4343,7,Nate,Hola,1
4344,7,Nate,amigo,1
4345,7,Nate,Si,1
4346,8,Nate,I,28
4347,8,Nate,you,13
4348,8,Nate,to,8
4349,8,Nate,a,7
4350,8,Nate,but,7
4351,8,Nate,Im,7
4352,8,Nate,the,6
4353,8,Nate,Darryl,6
4354,8,Nate,it,6
4355,8,Nate,blah,6
4356,8,Nate,of,5
4357,8,Nate,uh,5
4358,8,Nate,cant,5
4359,8,Nate,so,5
4360,8,Nate,its,4
4361,8,Nate,that,4
4362,8,Nate,all,4
4363,8,Nate,in,4
4364,8,Nate,say,4
4365,8,Nate,really,4
4366,8,Nate,and,4
4367,8,Nate,have,3
4368,8,Nate,hearing,3
4369,8,Nate,when,3
4370,8,Nate,time,3
4371,9,Nate,I,8
4372,9,Nate,my,2
4373,9,Nate,that,2
4374,9,Nate,out,2
4375,9,Nate,because,2
4376,9,Nate,and,2
4377,9,Nate,of,2
4378,9,Nate,her,2
4379,9,Nate,back,2
4380,9,Nate,you,2
4381,9,Nate,keep,2
4382,9,Nate,have,2
4383,9,Nate,the,2
4384,9,Nate,really,2
4385,9,Nate,Thats,2
4386,9,Nate,to,2
4387,9,Nate,Dwight,1
4388,9,Nate,called,1
4389,9,Nate,house,1
4390,9,Nate,but,1
4391,9,Nate,he,1
4392,9,Nate,didnt,1
4393,9,Nate,realize,1
4394,9,Nate,had,1
4395,9,Nate,already,1
4396,1,Phyllis,it,3
4397,1,Phyllis,I,3
4398,1,Phyllis,Well,2
4399,1,Phyllis,for,2
4400,1,Phyllis,maybe,2
4401,1,Phyllis,we,2
4402,1,Phyllis,could,2
4403,1,Phyllis,its,2
4404,1,Phyllis,just,2
4405,1,Phyllis,to,2
4406,1,Phyllis,have,2
4407,1,Phyllis,streamers,2
4408,1,Phyllis,So,1
4409,1,Phyllis,what,1
4410,1,Phyllis,does,1
4411,1,Phyllis,downsizing,1
4412,1,Phyllis,actually,1
4413,1,Phyllis,mean,1
4414,1,Phyllis,What,1
4415,1,Phyllis,uh,1
4416,1,Phyllis,decorations,1
4417,1,Phyllis,stupid,1
4418,1,Phyllis,forget,1
4419,1,Phyllis,was,1
4420,1,Phyllis,going,1
4421,2,Phyllis,I,42
4422,2,Phyllis,you,26
4423,2,Phyllis,the,22
4424,2,Phyllis,a,14
4425,2,Phyllis,Im,14
4426,2,Phyllis,and,13
4427,2,Phyllis,Oh,13
4428,2,Phyllis,to,12
4429,2,Phyllis,in,10
4430,2,Phyllis,have,10
4431,2,Phyllis,Michael,9
4432,2,Phyllis,You,9
4433,2,Phyllis,are,8
4434,2,Phyllis,me,8
4435,2,Phyllis,its,7
4436,2,Phyllis,about,6
4437,2,Phyllis,on,6
4438,2,Phyllis,dont,6
4439,2,Phyllis,do,6
4440,2,Phyllis,it,6
4441,2,Phyllis,that,6
4442,2,Phyllis,all,6
4443,2,Phyllis,we,6
4444,2,Phyllis,Its,5
4445,2,Phyllis,Dwight,5
4446,3,Phyllis,I,38
4447,3,Phyllis,a,23
4448,3,Phyllis,the,22
4449,3,Phyllis,you,22
4450,3,Phyllis,to,14
4451,3,Phyllis,me,14
4452,3,Phyllis,it,14
4453,3,Phyllis,and,13
4454,3,Phyllis,was,12
4455,3,Phyllis,Michael,12
4456,3,Phyllis,for,10
4457,3,Phyllis,in,9
4458,3,Phyllis,that,9
4459,3,Phyllis,You,8
4460,3,Phyllis,my,8
4461,3,Phyllis,Bob,8
4462,3,Phyllis,Vance,8
4463,3,Phyllis,No,8
4464,3,Phyllis,he,8
4465,3,Phyllis,just,8
4466,3,Phyllis,on,7
4467,3,Phyllis,get,7
4468,3,Phyllis,Im,6
4469,3,Phyllis,really,6
4470,3,Phyllis,Oh,6
4471,4,Phyllis,I,34
4472,4,Phyllis,to,22
4473,4,Phyllis,you,20
4474,4,Phyllis,a,19
4475,4,Phyllis,the,19
4476,4,Phyllis,of,14
4477,4,Phyllis,that,12
4478,4,Phyllis,and,11
4479,4,Phyllis,do,10
4480,4,Phyllis,Michael,9
4481,4,Phyllis,in,8
4482,4,Phyllis,it,7
4483,4,Phyllis,Im,7
4484,4,Phyllis,here,7
4485,4,Phyllis,your,7
4486,4,Phyllis,have,7
4487,4,Phyllis,with,7
4488,4,Phyllis,get,7
4489,4,Phyllis,Oh,6
4490,4,Phyllis,know,6
4491,4,Phyllis,youre,6
4492,4,Phyllis,is,6
4493,4,Phyllis,we,6
4494,4,Phyllis,for,6
4495,4,Phyllis,me,6
4496,5,Phyllis,I,65
4497,5,Phyllis,the,40
4498,5,Phyllis,to,38
4499,5,Phyllis,you,37
4500,5,Phyllis,a,30
4501,5,Phyllis,it,18
4502,5,Phyllis,and,18
4503,5,Phyllis,of,17
4504,5,Phyllis,You,17
4505,5,Phyllis,in,15
4506,5,Phyllis,Dwight,14
4507,5,Phyllis,think,14
4508,5,Phyllis,with,13
4509,5,Phyllis,dont,12
4510,5,Phyllis,its,12
4511,5,Phyllis,on,12
4512,5,Phyllis,my,12
4513,5,Phyllis,so,11
4514,5,Phyllis,your,11
4515,5,Phyllis,Its,11
4516,5,Phyllis,is,11
4517,5,Phyllis,just,11
4518,5,Phyllis,were,11
4519,5,Phyllis,me,11
4520,5,Phyllis,have,10
4521,6,Phyllis,I,40
4522,6,Phyllis,you,27
4523,6,Phyllis,to,25
4524,6,Phyllis,a,24
4525,6,Phyllis,the,24
4526,6,Phyllis,Michael,19
4527,6,Phyllis,it,17
4528,6,Phyllis,dont,13
4529,6,Phyllis,know,12
4530,6,Phyllis,that,12
4531,6,Phyllis,this,12
4532,6,Phyllis,not,11
4533,6,Phyllis,its,11
4534,6,Phyllis,is,11
4535,6,Phyllis,Its,10
4536,6,Phyllis,in,9
4537,6,Phyllis,do,9
4538,6,Phyllis,just,8
4539,6,Phyllis,think,8
4540,6,Phyllis,your,8
4541,6,Phyllis,have,8
4542,6,Phyllis,of,7
4543,6,Phyllis,for,7
4544,6,Phyllis,be,7
4545,6,Phyllis,You,7
4546,7,Phyllis,I,49
4547,7,Phyllis,you,32
4548,7,Phyllis,a,32
4549,7,Phyllis,the,27
4550,7,Phyllis,to,23
4551,7,Phyllis,Yeah,18
4552,7,Phyllis,we,15
4553,7,Phyllis,know,14
4554,7,Phyllis,that,14
4555,7,Phyllis,it,12
4556,7,Phyllis,in,11
4557,7,Phyllis,and,11
4558,7,Phyllis,dont,11
4559,7,Phyllis,but,10
4560,7,Phyllis,was,10
4561,7,Phyllis,is,10
4562,7,Phyllis,about,10
4563,7,Phyllis,not,10
4564,7,Phyllis,get,9
4565,7,Phyllis,of,9
4566,7,Phyllis,Oh,9
4567,7,Phyllis,You,9
4568,7,Phyllis,have,9
4569,7,Phyllis,just,8
4570,7,Phyllis,what,8
4571,8,Phyllis,I,38
4572,8,Phyllis,the,24
4573,8,Phyllis,Yeah,20
4574,8,Phyllis,to,20
4575,8,Phyllis,a,20
4576,8,Phyllis,you,18
4577,8,Phyllis,have,14
4578,8,Phyllis,Oh,12
4579,8,Phyllis,dont,12
4580,8,Phyllis,it,11
4581,8,Phyllis,that,11
4582,8,Phyllis,this,10
4583,8,Phyllis,was,8
4584,8,Phyllis,is,7
4585,8,Phyllis,are,7
4586,8,Phyllis,in,7
4587,8,Phyllis,know,7
4588,8,Phyllis,cant,6
4589,8,Phyllis,be,6
4590,8,Phyllis,just,6
4591,8,Phyllis,do,6
4592,8,Phyllis,of,6
4593,8,Phyllis,and,6
4594,8,Phyllis,Is,6
4595,8,Phyllis,mean,6
4596,9,Phyllis,you,35
4597,9,Phyllis,I,28
4598,9,Phyllis,the,20
4599,9,Phyllis,a,18
4600,9,Phyllis,to,15
4601,9,Phyllis,it,14
4602,9,Phyllis,Andy,12
4603,9,Phyllis,and,12
4604,9,Phyllis,that,11
4605,9,Phyllis,this,11
4606,9,Phyllis,all,11
4607,9,Phyllis,of,10
4608,9,Phyllis,are,10
4609,9,Phyllis,dont,10
4610,9,Phyllis,have,9
4611,9,Phyllis,just,9
4612,9,Phyllis,Oh,9
4613,9,Phyllis,No,9
4614,9,Phyllis,for,9
4615,9,Phyllis,can,9
4616,9,Phyllis,know,8
4617,9,Phyllis,Dwight,8
4618,9,Phyllis,Its,8
4619,9,Phyllis,me,8
4620,9,Phyllis,You,7
4621,6,Jo,I,82
4622,6,Jo,you,66
4623,6,Jo,the,49
4624,6,Jo,a,48
4625,6,Jo,to,41
4626,6,Jo,of,35
4627,6,Jo,and,28
4628,6,Jo,that,27
4629,6,Jo,it,26
4630,6,Jo,in,20
4631,6,Jo,with,20
4632,6,Jo,me,20
4633,6,Jo,this,19
4634,6,Jo,Im,19
4635,6,Jo,do,18
4636,6,Jo,Oh,16
4637,6,Jo,on,16
4638,6,Jo,all,16
4639,6,Jo,Well,16
4640,6,Jo,is,14
4641,6,Jo,my,14
4642,6,Jo,dont,14
4643,6,Jo,your,13
4644,6,Jo,if,12
4645,6,Jo,want,11
4646,7,Jo,a,26
4647,7,Jo,you,26
4648,7,Jo,I,24
4649,7,Jo,to,17
4650,7,Jo,this,13
4651,7,Jo,the,13
4652,7,Jo,in,12
4653,7,Jo,me,11
4654,7,Jo,my,10
4655,7,Jo,it,10
4656,7,Jo,and,10
4657,7,Jo,for,9
4658,7,Jo,like,8
4659,7,Jo,of,8
4660,7,Jo,is,7
4661,7,Jo,not,7
4662,7,Jo,was,7
4663,7,Jo,got,6
4664,7,Jo,You,6
4665,7,Jo,him,6
4666,7,Jo,No,6
4667,7,Jo,with,5
4668,7,Jo,on,5
4669,7,Jo,that,5
4670,7,Jo,Oh,4
4671,2,Josh,you,5
4672,2,Josh,the,3
4673,2,Josh,You,2
4674,2,Josh,just,2
4675,2,Josh,our,2
4676,2,Josh,with,2
4677,2,Josh,Michael,1
4678,2,Josh,Scott,1
4679,2,Josh,know,1
4680,2,Josh,Dan,1
4681,2,Josh,Gore,1
4682,2,Josh,from,1
4683,2,Josh,Buffalo,1
4684,2,Josh,Not,1
4685,2,Josh,much,1
4686,2,Josh,theyre,1
4687,2,Josh,uh,1
4688,2,Josh,I,1
4689,2,Josh,guess,1
4690,2,Josh,running,1
4691,2,Josh,late,1
4692,2,Josh,upstairs,1
4693,2,Josh,so,1
4694,2,Josh,were,1
4695,2,Josh,waiting,1
4696,3,Josh,I,17
4697,3,Josh,to,13
4698,3,Josh,a,13
4699,3,Josh,you,12
4700,3,Josh,the,10
4701,3,Josh,of,8
4702,3,Josh,we,6
4703,3,Josh,We,6
4704,3,Josh,with,6
4705,3,Josh,right,6
4706,3,Josh,Jim,6
4707,3,Josh,it,6
4708,3,Josh,going,5
4709,3,Josh,have,5
4710,3,Josh,just,5
4711,3,Josh,Im,5
4712,3,Josh,for,5
4713,3,Josh,should,5
4714,3,Josh,and,5
4715,3,Josh,Jan,5
4716,3,Josh,All,5
4717,3,Josh,in,5
4718,3,Josh,dont,5
4719,3,Josh,Yes,4
4720,3,Josh,up,4
4721,6,Clark,you,7
4722,6,Clark,that,6
4723,6,Clark,Okay,4
4724,6,Clark,to,4
4725,6,Clark,your,3
4726,6,Clark,hand,3
4727,6,Clark,on,3
4728,6,Clark,in,3
4729,6,Clark,a,3
4730,6,Clark,uh,2
4731,6,Clark,Im,2
4732,6,Clark,the,2
4733,6,Clark,Alright,2
4734,6,Clark,Ill,2
4735,6,Clark,here,2
4736,6,Clark,Why,2
4737,6,Clark,dont,2
4738,6,Clark,youre,2
4739,6,Clark,want,2
4740,6,Clark,just,2
4741,6,Clark,and,2
4742,6,Clark,baby,2
4743,6,Clark,Actually,1
4744,6,Clark,consultant,1
4745,6,Clark,Got,1
4746,9,Clark,I,85
4747,9,Clark,you,61
4748,9,Clark,the,54
4749,9,Clark,a,53
4750,9,Clark,to,41
4751,9,Clark,that,32
4752,9,Clark,just,28
4753,9,Clark,it,26
4754,9,Clark,of,25
4755,9,Clark,is,24
4756,9,Clark,know,23
4757,9,Clark,with,23
4758,9,Clark,You,23
4759,9,Clark,and,22
4760,9,Clark,this,21
4761,9,Clark,for,21
4762,9,Clark,like,20
4763,9,Clark,do,19
4764,9,Clark,in,18
4765,9,Clark,Im,16
4766,9,Clark,what,16
4767,9,Clark,my,16
4768,9,Clark,Hey,15
4769,9,Clark,me,15
4770,9,Clark,was,15
4771,1,Todd Packer,you,8
4772,1,Todd Packer,Hey,5
4773,1,Todd Packer,to,4
4774,1,Todd Packer,I,4
4775,1,Todd Packer,the,3
4776,1,Todd Packer,Bergerstein,3
4777,1,Todd Packer,know,3
4778,1,Todd Packer,coming,2
4779,1,Todd Packer,Michael,2
4780,1,Todd Packer,My,2
4781,1,Todd Packer,You,2
4782,1,Todd Packer,a,2
4783,1,Todd Packer,All,2
4784,1,Todd Packer,right,2
4785,1,Todd Packer,big,1
4786,1,Todd Packer,queen,1
4787,1,Todd Packer,is,1
4788,1,Todd Packer,old,1
4789,1,Todd Packer,Godzillary,1
4790,1,Todd Packer,in,1
4791,1,Todd Packer,today,1
4792,1,Todd Packer,Ive,1
4793,1,Todd Packer,been,1
4794,1,Todd Packer,meaning,1
4795,1,Todd Packer,ask,1
4796,2,Todd Packer,is,7
4797,2,Todd Packer,a,7
4798,2,Todd Packer,you,6
4799,2,Todd Packer,the,6
4800,2,Todd Packer,to,5
4801,2,Todd Packer,this,5
4802,2,Todd Packer,for,4
4803,2,Todd Packer,guy,3
4804,2,Todd Packer,out,3
4805,2,Todd Packer,So,3
4806,2,Todd Packer,And,3
4807,2,Todd Packer,are,3
4808,2,Todd Packer,I,3
4809,2,Todd Packer,just,3
4810,2,Todd Packer,me,3
4811,2,Todd Packer,uh,3
4812,2,Todd Packer,he,3
4813,2,Todd Packer,goes,3
4814,2,Todd Packer,my,3
4815,2,Todd Packer,your,2
4816,2,Todd Packer,bleep,2
4817,2,Todd Packer,Whats,2
4818,2,Todd Packer,up,2
4819,2,Todd Packer,dont,2
4820,2,Todd Packer,know,2
4821,6,Todd Packer,and,6
4822,6,Todd Packer,your,3
4823,6,Todd Packer,Hey,2
4824,6,Todd Packer,up,2
4825,6,Todd Packer,Ive,2
4826,6,Todd Packer,you,2
4827,6,Todd Packer,some,2
4828,6,Todd Packer,I,2
4829,6,Todd Packer,whats,1
4830,6,Todd Packer,Buttplug,1
4831,6,Todd Packer,Dude,1
4832,6,Todd Packer,been,1
4833,6,Todd Packer,here,1
4834,6,Todd Packer,since,1
4835,6,Todd Packer,three,1
4836,6,Todd Packer,boot,1
4837,6,Todd Packer,rallied,1
4838,6,Todd Packer,twice,1
4839,6,Todd Packer,Fat,1
4840,6,Todd Packer,ugly,1
4841,6,Todd Packer,You,1
4842,6,Todd Packer,might,1
4843,6,Todd Packer,actually,1
4844,6,Todd Packer,have,1
4845,6,Todd Packer,a,1
4846,7,Todd Packer,you,3
4847,7,Todd Packer,dont,2
4848,7,Todd Packer,to,2
4849,7,Todd Packer,the,2
4850,7,Todd Packer,Lame,1
4851,7,Todd Packer,Why,1
4852,7,Todd Packer,witches,1
4853,7,Todd Packer,wear,1
4854,7,Todd Packer,panties,1
4855,7,Todd Packer,Because,1
4856,7,Todd Packer,they,1
4857,7,Todd Packer,need,1
4858,7,Todd Packer,grip,1
4859,7,Todd Packer,broom,1
4860,7,Todd Packer,Has,1
4861,7,Todd Packer,anyone,1
4862,7,Todd Packer,started,1
4863,7,Todd Packer,calling,1
4864,7,Todd Packer,Gabewad,1
4865,7,Todd Packer,yet,1
4866,7,Todd Packer,I,1
4867,7,Todd Packer,think,1
4868,7,Todd Packer,get,1
4869,7,Todd Packer,it,1
4870,7,Todd Packer,Halpert,1
4871,8,Todd Packer,I,12
4872,8,Todd Packer,the,8
4873,8,Todd Packer,you,8
4874,8,Todd Packer,that,5
4875,8,Todd Packer,Im,5
4876,8,Todd Packer,of,5
4877,8,Todd Packer,to,4
4878,8,Todd Packer,have,4
4879,8,Todd Packer,a,3
4880,8,Todd Packer,like,3
4881,8,Todd Packer,been,3
4882,8,Todd Packer,what,2
4883,8,Todd Packer,get,2
4884,8,Todd Packer,me,2
4885,8,Todd Packer,But,2
4886,8,Todd Packer,long,2
4887,8,Todd Packer,he,2
4888,8,Todd Packer,up,2
4889,8,Todd Packer,in,2
4890,8,Todd Packer,whole,2
4891,8,Todd Packer,power,2
4892,8,Todd Packer,actually,2
4893,8,Todd Packer,spin,2
4894,8,Todd Packer,off,2
4895,8,Todd Packer,vice,2
4896,9,Todd Packer,I,24
4897,9,Todd Packer,to,16
4898,9,Todd Packer,you,13
4899,9,Todd Packer,Im,11
4900,9,Todd Packer,of,9
4901,9,Todd Packer,it,8
4902,9,Todd Packer,a,8
4903,9,Todd Packer,and,7
4904,9,Todd Packer,the,7
4905,9,Todd Packer,in,6
4906,9,Todd Packer,have,6
4907,9,Todd Packer,Hey,5
4908,9,Todd Packer,all,4
4909,9,Todd Packer,OK,4
4910,9,Todd Packer,is,4
4911,9,Todd Packer,this,4
4912,9,Todd Packer,And,4
4913,9,Todd Packer,some,4
4914,9,Todd Packer,sorry,4
4915,9,Todd Packer,your,4
4916,9,Todd Packer,for,4
4917,9,Todd Packer,that,4
4918,9,Todd Packer,just,4
4919,9,Todd Packer,am,3
4920,9,Todd Packer,step,3
4921,2,Hank,I,3
4922,2,Hank,dont,2
4923,2,Hank,Dwight,1
4924,2,Hank,K,1
4925,2,Hank,Schrute,1
4926,2,Hank,hereby,1
4927,2,Hank,declare,1
4928,2,Hank,you,1
4929,2,Hank,an,1
4930,2,Hank,honorary,1
4931,2,Hank,voluntary,1
4932,2,Hank,corporal,1
4933,2,Hank,in,1
4934,2,Hank,charge,1
4935,2,Hank,of,1
4936,2,Hank,assisting,1
4937,2,Hank,all,1
4938,2,Hank,activities,1
4939,2,Hank,security,1
4940,2,Hank,Heres,1
4941,2,Hank,your,1
4942,2,Hank,badge,1
4943,2,Hank,No,1
4944,2,Hank,have,1
4945,2,Hank,a,1
4946,4,Hank,I,3
4947,4,Hank,Stop,2
4948,4,Hank,calling,2
4949,4,Hank,me,2
4950,4,Hank,so,2
4951,4,Hank,can,2
4952,4,Hank,put,2
4953,4,Hank,on,2
4954,4,Hank,my,2
4955,4,Hank,damn,2
4956,4,Hank,socks,2
4957,4,Hank,Hello,1
4958,4,Hank,Yeah,1
4959,4,Hank,Ill,1
4960,4,Hank,get,1
4961,4,Hank,ready,1
4962,4,Hank,to,1
4963,4,Hank,leave,1
4964,4,Hank,Son,1
4965,4,Hank,of,1
4966,4,Hank,a,1
4967,4,Hank,bitch,1
4968,4,Hank,dont,1
4969,4,Hank,think,1
4970,4,Hank,hes,1
4971,5,Hank,the,6
4972,5,Hank,a,4
4973,5,Hank,You,4
4974,5,Hank,I,4
4975,5,Hank,up,3
4976,5,Hank,know,3
4977,5,Hank,what,3
4978,5,Hank,copier,3
4979,5,Hank,me,3
4980,5,Hank,see,3
4981,5,Hank,not,3
4982,5,Hank,chairs,3
4983,5,Hank,about,2
4984,5,Hank,problem,2
4985,5,Hank,here,2
4986,5,Hank,So,2
4987,5,Hank,Thank,2
4988,5,Hank,you,2
4989,5,Hank,are,2
4990,5,Hank,is,2
4991,5,Hank,Hmm,2
4992,5,Hank,Let,2
4993,5,Hank,chair,2
4994,5,Hank,this,2
4995,5,Hank,very,2
4996,6,Hank,a,2
4997,6,Hank,in,2
4998,6,Hank,You,1
4999,6,Hank,dont,1
5000,6,Hank,say,1
5001,6,Hank,I,1
5002,6,Hank,own,1
5003,6,Hank,oneeighth,1
5004,6,Hank,share,1
5005,6,Hank,rental,1
5006,6,Hank,property,1
5007,6,Hank,down,1
5008,6,Hank,Pittston,1
5009,7,Hank,a,4
5010,7,Hank,of,3
5011,7,Hank,to,3
5012,7,Hank,your,2
5013,7,Hank,you,2
5014,7,Hank,break,2
5015,7,Hank,Welcome,1
5016,7,Hank,start,1
5017,7,Hank,morning,1
5018,7,Hank,right,1
5019,7,Hank,with,1
5020,7,Hank,burst,1
5021,7,Hank,blueberry,1
5022,7,Hank,Or,1
5023,7,Hank,try,1
5024,7,Hank,plain,1
5025,7,Hank,Dwight,1
5026,7,Hank,said,1
5027,7,Hank,this,1
5028,7,Hank,entry,1
5029,7,Hank,was,1
5030,7,Hank,waste,1
5031,7,Hank,space,1
5032,7,Hank,Eight,1
5033,7,Hank,dollars,1
5034,8,Hank,Yes,2
5035,8,Hank,maam,2
5036,8,Hank,right,2
5037,8,Hank,a,2
5038,8,Hank,You,2
5039,8,Hank,it,2
5040,8,Hank,I,1
5041,8,Hank,got,1
5042,8,Hank,my,1
5043,8,Hank,eyes,1
5044,8,Hank,open,1
5045,8,Hank,What,1
5046,8,Hank,That,1
5047,8,Hank,aint,1
5048,8,Hank,Wait,1
5049,8,Hank,minute,1
5050,8,Hank,said,1
5051,8,Hank,was,1
5052,8,Hank,magician,1
5053,8,Hank,dont,1
5054,8,Hank,think,1
5055,8,Hank,he,1
5056,8,Hank,couldve,1
5057,8,Hank,used,1
5058,8,Hank,couldnt,1
5059,9,Hank,Hey,1
5060,9,Hank,Are,1
5061,9,Hank,those,1
5062,9,Hank,skateboarders,1
5063,9,Hank,back,1
5064,9,Hank,Where,1
5065,9,Hank,are,1
5066,9,Hank,they,1
5067,9,Hank,This,1
5068,9,Hank,ends,1
5069,9,Hank,now,1
5070,9,Hank,Thank,1
5071,9,Hank,you,1
5072,2,Creed,I,37
5073,2,Creed,you,22
5074,2,Creed,a,17
5075,2,Creed,me,13
5076,2,Creed,to,13
5077,2,Creed,it,11
5078,2,Creed,the,10
5079,2,Creed,Michael,8
5080,2,Creed,do,8
5081,2,Creed,my,8
5082,2,Creed,no,8
5083,2,Creed,No,7
5084,2,Creed,You,7
5085,2,Creed,have,7
5086,2,Creed,was,7
5087,2,Creed,Oh,7
5088,2,Creed,is,6
5089,2,Creed,know,6
5090,2,Creed,in,6
5091,2,Creed,dont,5
5092,2,Creed,this,5
5093,2,Creed,about,5
5094,2,Creed,What,4
5095,2,Creed,not,4
5096,2,Creed,thought,4
5097,3,Creed,I,39
5098,3,Creed,a,34
5099,3,Creed,the,27
5100,3,Creed,to,17
5101,3,Creed,you,14
5102,3,Creed,it,12
5103,3,Creed,of,12
5104,3,Creed,was,10
5105,3,Creed,in,9
5106,3,Creed,and,9
5107,3,Creed,my,9
5108,3,Creed,this,9
5109,3,Creed,Im,8
5110,3,Creed,for,8
5111,3,Creed,there,7
5112,3,Creed,that,7
5113,3,Creed,with,6
5114,3,Creed,me,6
5115,3,Creed,Debbie,6
5116,3,Creed,Brown,6
5117,3,Creed,And,5
5118,3,Creed,out,5
5119,3,Creed,some,5
5120,3,Creed,about,5
5121,3,Creed,like,5
5122,4,Creed,the,19
5123,4,Creed,I,17
5124,4,Creed,to,13
5125,4,Creed,a,11
5126,4,Creed,you,11
5127,4,Creed,is,10
5128,4,Creed,this,9
5129,4,Creed,You,8
5130,4,Creed,what,6
5131,4,Creed,and,6
5132,4,Creed,my,6
5133,4,Creed,go,6
5134,4,Creed,do,6
5135,4,Creed,in,5
5136,4,Creed,of,5
5137,4,Creed,Creed,5
5138,4,Creed,get,5
5139,4,Creed,its,5
5140,4,Creed,look,5
5141,4,Creed,What,4
5142,4,Creed,me,4
5143,4,Creed,with,4
5144,4,Creed,Hey,4
5145,4,Creed,Its,4
5146,4,Creed,his,4
5147,5,Creed,I,13
5148,5,Creed,you,12
5149,5,Creed,to,10
5150,5,Creed,that,9
5151,5,Creed,the,8
5152,5,Creed,do,8
5153,5,Creed,a,7
5154,5,Creed,in,7
5155,5,Creed,it,5
5156,5,Creed,this,5
5157,5,Creed,Im,5
5158,5,Creed,on,4
5159,5,Creed,The,4
5160,5,Creed,You,4
5161,5,Creed,Its,3
5162,5,Creed,out,3
5163,5,Creed,and,3
5164,5,Creed,Just,3
5165,5,Creed,like,3
5166,5,Creed,were,3
5167,5,Creed,no,3
5168,5,Creed,right,3
5169,5,Creed,is,3
5170,5,Creed,No,3
5171,5,Creed,whos,3
5172,6,Creed,I,13
5173,6,Creed,and,6
5174,6,Creed,you,5
5175,6,Creed,boss,5
5176,6,Creed,a,5
5177,6,Creed,dont,4
5178,6,Creed,me,4
5179,6,Creed,been,4
5180,6,Creed,to,4
5181,6,Creed,Hey,3
5182,6,Creed,if,3
5183,6,Creed,it,3
5184,6,Creed,about,3
5185,6,Creed,What,3
5186,6,Creed,that,3
5187,6,Creed,on,3
5188,6,Creed,in,3
5189,6,Creed,more,3
5190,6,Creed,man,3
5191,6,Creed,your,3
5192,6,Creed,for,3
5193,6,Creed,Im,3
5194,6,Creed,just,3
5195,6,Creed,really,3
5196,6,Creed,did,2
5197,7,Creed,I,31
5198,7,Creed,the,19
5199,7,Creed,you,17
5200,7,Creed,of,15
5201,7,Creed,it,14
5202,7,Creed,a,11
5203,7,Creed,this,9
5204,7,Creed,to,8
5205,7,Creed,and,7
5206,7,Creed,love,6
5207,7,Creed,The,5
5208,7,Creed,Hey,5
5209,7,Creed,for,5
5210,7,Creed,my,5
5211,7,Creed,like,4
5212,7,Creed,right,4
5213,7,Creed,all,4
5214,7,Creed,got,4
5215,7,Creed,Creed,4
5216,7,Creed,about,4
5217,7,Creed,Im,4
5218,7,Creed,out,4
5219,7,Creed,that,4
5220,7,Creed,in,4
5221,7,Creed,Its,4
5222,8,Creed,I,15
5223,8,Creed,a,11
5224,8,Creed,you,6
5225,8,Creed,this,5
5226,8,Creed,me,5
5227,8,Creed,of,4
5228,8,Creed,No,4
5229,8,Creed,said,4
5230,8,Creed,get,4
5231,8,Creed,the,3
5232,8,Creed,in,3
5233,8,Creed,as,3
5234,8,Creed,have,3
5235,8,Creed,long,3
5236,8,Creed,We,3
5237,8,Creed,Im,3
5238,8,Creed,like,3
5239,8,Creed,Its,3
5240,8,Creed,for,3
5241,8,Creed,Pam,3
5242,8,Creed,already,2
5243,8,Creed,baby,2
5244,8,Creed,dont,2
5245,8,Creed,my,2
5246,8,Creed,that,2
